kanji,id_5th_ed,id_6th_ed,keyword_5th_ed,keyword_6th_ed,components,on_reading,kun_reading,stroke_count,jlpt
機,1382,1482,mechanism,mechanism,tree; wood; abacus; how many; cocoon; person; fiesta,キ,はた,16,N3
畿,2887,1483,capital suburbs,capital suburbs,cocoon; rice field; brains; fiesta,キ,みやこ,15,
玄,1383,1484,mysterious,mysterious,top hat; cocoon,ゲン,,5,N1
畜,1384,1485,livestock,livestock,mysterious; top hat; cocoon; rice field; brains,チク,,10,N2
蓄,1385,1486,amass,amass,flowers; livestock; mysterious; top hat; cocoon; rice field; brains,チク,たくわ.える,13,N1
弦,1386,1487,bowstring,bowstring,bow; mysterious; top hat; cocoon,ゲン,つる,8,N1
擁,1387,1488,hug,hug,finger; fingers; mysterious; top hat; cocoon; turkey,ヨウ,,16,N1
滋,1388,1489,nourishing,nourishing,water; water droplets; water pistol; double-mysterious; mothballs; horns; one; cocoon,ジ,,12,N1
慈,1389,1490,mercy,mercy,double-mysterious; mothballs; horns; one; cocoon; heart,ジ,いつく.しむ,13,N1
磁,1390,1491,magnet,magnet,stone; rock; double-mysterious; mothballs; horns; one; cocoon,ジ,,14,N1
系,1391,1492,lineage,lineage,stick; drop; thread; spiderman,ケイ,,7,N1
係,1392,1493,person in charge,person in charge,person; lineage; drop; thread; spiderman,ケイ,かか.る; かかり; -がかり; かか.わる,9,N3
孫,1393,1494,grandchild,grandchild,child; lineage; drop; thread; spiderman,ソン,まご,10,N2
懸,1394,1495,suspend,suspend,prefecture; eye; fishhook; small; little; lineage; stick; drop; thread; spiderman; heart,ケン; ケ,か.ける; か.かる,20,N1
遜,2422,1496,modest,modest,grandchild; child; lineage; drop; thread; spiderman; road,ソン,したが.う; へりくだ.る; ゆず.る,13,
却,1395,1497,instead,instead,gone; soil; dirt; ground; elbow; stamp,キャク,かえ.って; しりぞ.く; しりぞ.ける,7,N1
脚,1396,1498,shins,shins,skids; moon; month; flesh; part of the body; instead; gone; soil; dirt; ground; elbow; stamp,キャク; キャ; カク,あし,11,N1
卸,1397,1499,wholesale,wholesale,horseshoe; horse; pantomime horse; noon; sign of the horse; stop; footprint; stamp,シャ,おろ.す; おろし; おろ.し,9,N1
御,1398,1500,honorable,honorable,Nelson; column; going; line; wholesale; horseshoe; pantomime horse; noon; sign of the horse; stop; footprint; stamp,ギョ; ゴ,おん-; お-; み-,12,N3
服,1399,1501,clothing,clothing,moon; month; flesh; part of the body; underpants; stamp; crotch,フク,,8,N4
命,1400,1502,fate,fate,fit; meeting; umbrella; one; mouth; stamp,メイ; ミョウ,いのち,8,N3
令,1401,1503,orders,orders,meeting; chop-seal; hanko,レイ,,5,N2
零,1402,1504,zero,zero,rain; weather; orders; meeting; chop-seal; hanko,レイ,ぜろ; こぼ.す; こぼ.れる,13,N2
齢,1403,1505,age,age,teeth; tooth; stop; footprint; rice; shovel; orders; meeting; chop-seal; hanko,レイ,よわ.い; とし,17,N2
冷,1404,1506,cool,cool,ice; orders; meeting; chop-seal; hanko,レイ,つめ.たい; ひ.える; ひ.や; ひ.ややか; ひ.やす; ひ.やかす; さ.める; さ.ます,7,N3
領,1405,1507,jurisdiction,jurisdiction,orders; meeting; chop-seal; hanko; head; page; one; ceiling; drop; shellfish; clam; oyster; eye; animal legs; eight,リョウ,えり,14,N2
鈴,1406,1508,small bell,small bell,metal; gold; orders; meeting; chop-seal; hanko,レイ; リン,すず,13,N1
勇,1407,1509,courage,courage,chop-seal; hanko; male; rice field; brains; power; muscle; arnold,ユウ,いさ.む,9,N2
湧,2284,1510,bubble up,bubble up,water; water droplets; water pistol; courageous; courage; chop-seal; hanko; male; rice field; brains; power; muscle; arnold,ユウ; ヨウ; ユ,わ.く,12,N1
通,1408,1511,traffic,traffic,pogo stick; chop-seal; hanko; utilise; utilize; road,ツウ; ツ,とお.る; とお.り; -とお.り; -どお.り; とお.す; とお.し; -どお.し; かよ.う,10,N4
踊,1409,1512,jump,jump,wooden leg; mouth; stop; footprint; pogo stick; chop-seal; hanko; utilise; utilize,ヨウ,おど.る,14,N2
疑,1410,1513,doubt,doubt,spoon; sitting on the ground; dart; drop; heavens; chop-seal; hanko; zoo; critters,ギ,うたが.う,14,N3
擬,1411,1514,mimic,mimic,finger; fingers; doubt; spoon; sitting on the ground; dart; drop; heavens; chop-seal; hanko; zoo; critters,ギ,まが.い; もど.き,17,N1
凝,1412,1515,congeal,congeal,ice; doubt; spoon; sitting on the ground; dart; drop; heavens; chop-seal; hanko; zoo; critters,ギョウ,こ.る; こ.らす; こご.らす; こご.らせる; こご.る,16,N1
範,1413,1516,pattern,pattern,bamboo; car; fingerprint,ハン,,15,N1
犯,1414,1517,crime,crime,pack of wild dogs; fingerprint,ハン; ボン,おか.す,5,N3
氾,2301,1518,widespread,widespread,water; water droplets; water pistol; fingerprint,ハン,ひろ.がる,5,
厄,1415,1519,unlucky,unlucky,cliff; fingerprint,ヤク,,4,N1
危,1416,1520,dangerous,dangerous,bound up; unlucky; cliff; fingerprint,キ,あぶ.ない; あや.うい; あや.ぶむ,6,N3
宛,1417,1521,address,address,house; mailbox; evening; fingerprint,エン,あ.てる; -あて; -づつ; あたか.も,8,
腕,1418,1522,arm,arm,moon; month; flesh; part of the body; address; house; mailbox; evening; fingerprint,ワン,うで,12,N2
苑,1419,1523,garden,garden,flowers; mailbox; evening; fingerprint,エン; オン,その; う.つ,8,N1
怨,1420,1524,grudge,grudge,mailbox; evening; fingerprint; heart,エン; オン; ウン,うら.む; うらみ; うら.めしい,9,
柳,1421,1525,willow,willow,tree; wood; blown eggs; sign of the hare; receipt; stamp,リュウ,やなぎ,9,N1
卵,1422,1526,egg,egg,sign of the hare; receipt; stamp; drops,ラン,たまご,7,N2
留,1423,1527,detain,detain,receipt; sword; dagger; rice field; brains,リュウ; ル,と.める; と.まる; とど.める; とど.まる; るうぶる,10,N3
瑠,2555,1528,marine blue,marine blue,king; jewel; ball; detain; receipt; dagger; sword; rice field; brains,ル; リュウ,,14,N1
貿,1424,1529,trade,trade,receipt; sword; dagger; shellfish; clam; oyster; eye; animal legs; eight,ボウ,,12,N2
印,1425,1530,stamp,stamp,staples,イン,しるし; -じるし; しる.す,6,N2
臼,2063,1531,mortar,mortar,back to back staples,キュウ; グ,うす; うすづ.く,6,
毀,2067,1532,break,break,mortar; soil; dirt; ground; cruise missile; missile; wind; crotch,キ,こぼ.つ; こわ.す; こぼ.れる; こわ.れる; そし.る; やぶ.る,13,
興,1426,1533,entertain,entertain,staples; same; monks; hood; one; mouth; tool; animal legs; eight,コウ; キョウ,おこ.る; おこ.す,16,N1
酉,1427,1534,sign of the bird,sign of the bird,whiskey bottle; west; one,ユウ,とり,7,N1
酒,1428,1535,sake,sake,water; water droplets; water pistol; whiskey bottle,シュ,さけ; さか-,10,N3
酌,1429,1536,bartending,bartending,whiskey bottle; ladle,シャク,く.む,10,N1
酎,2748,1537,hooch,hooch,whiskey bottle; glue,チュウ; チュ,かも.す,10,
酵,1430,1538,fermentation,fermentation,whiskey bottle; filial piety; old man; child,コウ,,14,N1
酷,1431,1539,cruel,cruel,whiskey bottle; revelation; cow; mouth,コク,ひど.い,14,N1
酬,1432,1540,repay,repay,whiskey bottle; state; stream; drop,シュウ; シュ; トウ,むく.いる,13,N1
酪,1433,1541,dairy products,dairy products,whiskey bottle; each; walking legs; mouth,ラク,,13,N1
酢,1434,1542,vinegar,vinegar,whiskey bottle; saw,サク,す,12,N1
酔,1435,1543,drunk,drunk,whiskey bottle; ninety; nine; baseball; ten; needle,スイ,よ.う; よ.い; よ,11,N1
配,1436,1544,distribute,distribute,whiskey bottle; snake; self,ハイ,くば.る,10,N3
酸,1437,1545,acid,acid,whiskey bottle; streetwalker; Ministry of silly walks; John Cleese; license; elbow; human legs; walking legs,サン,す.い,14,N1
猶,1438,1546,waver,waver,furthermore; pack of wild dogs; chieftain; Molotov cocktail; animal horns; whiskey bottle,ユウ; ユ,なお,12,N1
尊,1439,1547,revered,revered,chieftain; Molotov cocktail; animal horns; whiskey bottle; glue,ソン,たっと.い; とうと.い; たっと.ぶ; とうと.ぶ,12,N2
豆,1440,1548,beans,beans,table; one; mouth,トウ; ズ,まめ; まめ-,7,N1
頭,1441,1549,head,head,beans; table; one; mouth; page; one; ceiling; drop; shellfish; clam; oyster; eye; animal legs; eight,トウ; ズ; ト,あたま; かしら; -がしら; かぶり,16,N3
短,1442,1550,short,short,dart; drop; heavens; beans; table; one; mouth,タン,みじか.い,12,N2
豊,1443,1551,bountiful,bountiful,bend; beans; table; one; mouth,ホウ; ブ,ゆた.か; とよ,13,N2
鼓,1444,1552,drum,drum,samurai; beans; table; one; mouth; branch; ten; needle; crotch,コ,つづみ,13,N1
喜,1445,1553,rejoice,rejoice,drum; samurai; beans; table; one; mouth; mouth,キ,よろこ.ぶ; よろこ.ばす,12,N3
樹,1446,1554,timber-trees,timber-trees,tree; wood; drum; samurai; beans; table; one; mouth; glue,ジュ,き,16,N1
皿,1447,1555,dish,dish,,ベイ,さら,5,N2
血,1448,1556,blood,blood,drop; dish,ケツ,ち,6,N2
盆,1449,1557,basin,basin,part; eight; sword; dagger; dish,ボン,,9,N1
盟,1450,1558,alliance,alliance,bright; sun; day; moon; month; flesh; part of the body; dish,メイ,,13,N1
盗,1451,1559,steal,steal,next; ice; lack; yawn; dish,トウ,ぬす.む; ぬす.み,11,N3
温,1452,1560,warm,warm,water; water droplets; water pistol; sun; day; dish,オン,あたた.か; あたた.かい; あたた.まる; あたた.める; ぬく,12,N2
蓋,2388,1561,lid,lid,flowers; gone; soil; dirt; ground; elbow; dish,ガイ; カイ; コウ,ふた; けだ.し; おお.う; かさ; かこう,13,
監,1453,1562,oversee,oversee,retainer; slave; reclining; lying down; one; floor; dish,カン,,15,N1
濫,1454,1563,overflow,overflow,water; water droplets; water pistol; oversee; retainer; slave; reclining; lying down; one; floor; dish,ラン,みだ.りに; みだ.りがましい,18,N1
鑑,1455,1564,specimen,specimen,metal; gold; oversee; retainer; slave; reclining; lying down; one; floor; dish,カン,かんが.みる; かがみ,23,N1
藍,2371,1565,indigo,indigo,flowers; oversee; retainer; slave; reclining; lying down; one; floor; dish,ラン,あい,18,N1
猛,1456,1566,fierce,fierce,pack of wild dogs; child; dish,モウ,,11,N1
盛,1457,1567,boom,boom,turn into; dish,セイ; ジョウ,も.る; さか.る; さか.ん,11,N1
塩,1458,1568,salt,salt,soil; dirt; ground; reclining; lying down; mouth; dish,エン,しお,13,N2
銀,1459,1569,silver,silver,metal; gold,ギン,しろがね,14,N4
恨,1460,1570,resentment,resentment,regret; Freud; state of mind; silver,コン,うら.む; うら.めしい,9,N1
根,1461,1571,root,root,tree; wood; silver,コン,ね; -ね,10,N2
即,1462,1572,instant,instant,silver; stamp,ソク,つ.く; つ.ける; すなわ.ち,7,N1
爵,1463,1573,baron,baron,claw; vulture; net; eye; silver; glue,シャク,,17,N1
節,1464,1574,node,node,bamboo; instant; silver; stamp,セツ; セチ,ふし; -ぶし; のっと,13,N1
退,1465,1575,retreat,retreat,road; silver,タイ,しりぞ.く; しりぞ.ける; ひ.く; の.く; の.ける; ど.く,9,N3
限,1466,1576,limit,limit,pinnacle; parthenon; acropolis; silver,ゲン,かぎ.る; かぎ.り; -かぎ.り,9,N3
眼,1467,1577,eyeball,eyeball,eye; silver,ガン; ゲン,まなこ; め,11,N1
良,1468,1578,good,good,drop; silver,リョウ,よ.い; -よ.い; い.い; -い.い,7,N3
朗,1469,1579,melodious,melodious,halo; drop; silver; moon; month; flesh; part of the body,ロウ,ほが.らか; あき.らか,10,N1
浪,1470,1580,wandering,wandering,water; water droplets; water pistol; halo; drop; silver,ロウ,,10,N1
娘,1471,1581,daughter,daughter,woman; halo; drop; silver,ジョウ,むすめ; こ,10,N3
食,1472,1582,eat,eat,food; umbrella; good; halo; drop; silver,ショク; ジキ,く.う; く.らう; た.べる; は.む,9,N5
飯,1473,1583,meal,meal,eat; food; umbrella; good; halo; drop; silver; anti-; demonstration; cliff; crotch,ハン,めし,12,N4
飲,1474,1584,drink,drink,eat; food; umbrella; good; halo; drop; silver; lack; yawn,イン; オン,の.む; -の.み,12,N4
飢,1475,1585,hungry,hungry,eat; food; umbrella; good; halo; drop; silver; wind,キ,う.える,10,N1
餓,1476,1586,starve,starve,eat; food; umbrella; good; halo; drop; silver; ego; hand; fiesta,ガ,う.える,15,N1
飾,1477,1587,decorate,decorate,eat; food; umbrella; good; halo; drop; silver; reclining; lying down; towel,ショク,かざ.る; かざ.り,13,N1
餌,2797,1588,feed,feed,eat; food; umbrella; good; halo; drop; silver; ear,ジ; ニ,え; えば; えさ; もち,14,
館,1478,1589,Bldg.,Bldg.,eat; food; umbrella; good; halo; drop; silver; bureaucrat; house; maestro without baton,カン,やかた; たて,16,N4
餅,2802,1590,mochi,mochi,eat; food; umbrella; good; halo; drop; silver; puzzle; horns; two hands,ヘイ; ヒョウ,もち; もちい,14,
養,1479,1591,foster,foster,sheep; eat; food; umbrella; good; halo; drop; silver,ヨウ; リョウ,やしな.う,15,N1
飽,1480,1592,sated,sated,eat; food; umbrella; good; halo; drop; silver; wrap; bound up; snake; self,ホウ,あ.きる; あ.かす; あ.く,13,N1
既,1481,1593,previously,previously,silver; waitress,キ,すで.に,10,N1
概,1482,1594,outline,outline,roots; tree; wood; silver; waitress; previously,ガイ,おうむ.ね,14,N1
慨,1483,1595,rue,rue,regret; resentment; Freud; state of mind; silver; waitress; previously,ガイ,,13,N1
平,1484,1596,even,even,water-lily; lily pad,ヘイ; ビョウ; ヒョウ,たい.ら; -だいら; ひら; ひら-,5,N3
呼,1485,1597,call,call,mouth; even; water-lily; lily pad; question mark,コ,よ.ぶ,8,N3
坪,1486,1598,two-mat area,two-mat area,soil; dirt; ground; even; water-lily; lily pad,ヘイ,つぼ,8,N1
評,1487,1599,evaluate,evaluate,say; words; keitai; mouth; even; water-lily; lily pad,ヒョウ,,12,N1
刈,1488,1600,reap,reap,sheaf; sword; sabre; saber,ガイ; カイ,か.る,4,N1
刹,2144,1601,moment,moment,sheaf; tree; wood; sword; sabre; saber,セチ; セツ; サツ,,8,
希,1489,1602,hope,hope,sheaf; linen; by one’s side; towel,キ; ケ,まれ,7,N2
凶,1490,1603,villain,villain,sheaf; shovel,キョウ,,4,N1
胸,1491,1604,bosom,bosom,moon; month; flesh; part of the body; bound up; villain; sheaf; shovel,キョウ,むね; むな-,10,N2
離,1492,1605,detach,detach,sheik; top hat; villain; sheaf; shovel; belt; elbow; turkey,リ,はな.れる; はな.す,19,N1
璃,2048,1606,crystal,crystal,king; jewel; ball; sheik; top hat; villain; sheaf; shovel; belt; elbow,リ,,15,N1
殺,1493,1607,kill,kill,sheaf; tree; wood; cruise missile; missile; wind; crotch,サツ; サイ; セツ,ころ.す; -ごろ.し; そ.ぐ,10,N3
爽,2855,1608,bracing,bracing,large; St. Bernard; sheaf,ソウ,あき.らか; さわ.やか; たがう,11,N1
純,1494,1609,genuine,genuine,thread; spiderman; earthworm; drop; shovel; fishhook,ジュン,,10,N2
頓,2788,1610,immediate,immediate,earthworm; drop; shovel; fishhook; head; page; one; ceiling; drop; shellfish; clam; oyster; eye; animal legs; eight,トン; トツ,にわか.に; とん.と; つまず.く; とみ.に; ぬかずく,13,
鈍,1495,1611,dull,dull,metal; gold; earthworm; drop; shovel; fishhook,ドン,にぶ.い; にぶ.る; にぶ-; なま.る; なまく.ら,12,N2
辛,1496,1612,spicy,spicy,stand up; vase; ten; needle,シン,から.い; つら.い; -づら.い; かのと,7,N2
辞,1497,1613,resign,resign,tongue; thousand; mouth; spicy; stand up; vase; ten; needle,ジ,や.める; いな.む,13,N3
梓,1498,1614,catalpa,catalpa,tree; wood; spicy; stand up; vase; ten; needle,シ,あずさ,11,N1
宰,1499,1615,superintend,superintend,house; spicy; stand up; vase; ten; needle,サイ,,10,N1
壁,1500,1616,wall,wall,ketchup; flag; mouth; spicy; stand up; vase; ten; needle; soil; dirt; ground,ヘキ,かべ,16,N1
璧,3021,1617,holed gem,holed gem,,ヘキ,たま,18,
避,1501,1618,evade,evade,ketchup; flag; mouth; spicy; stand up; vase; ten; needle; road,ヒ,さ.ける; よ.ける,16,N1
新,1502,1619,new,new,red pepper; stand up; vase; tree; wood; axe,シン,あたら.しい; あら.た; あら-; にい-,13,N4
薪,1503,1620,firewood,firewood,fuel; flowers; new; red pepper; stand up; vase; tree; wood; axe,シン,たきぎ; まき,16,N1
親,1504,1621,parent,parent,red pepper; stand up; vase; tree; wood; see; telescope; eye; human legs,シン,おや; おや-; した.しい; した.しむ,16,N4
幸,1505,1622,happiness,happiness,ten; needle; stand up; vase; ten; needle,コウ,さいわ.い; さち; しあわ.せ,8,N3
執,1506,1623,tenacious,tenacious,happiness; ten; needle; stand up; vase; fat man; musashimaru; nine; baseball; drop,シツ; シュウ,と.る,11,N1
摯,3022,1624,clasp,clasp,,シ,いた.る,15,
報,1507,1625,report,report,happiness; ten; needle; stand up; vase; underpants; stamp; crotch,ホウ,むく.いる,12,N3
叫,1508,1626,shout,shout,mouth; cornucopia,キョウ,さけ.ぶ,6,N2
糾,1509,1627,twist,twist,thread; spiderman; cornucopia,キュウ,ただ.す,9,N1
収,1510,1628,income,income,cornucopia; crotch,シュウ,おさ.める; おさ.まる,4,N3
卑,1511,1629,lowly,lowly,Wayne Slob; drop; rice field; brains; cornucopia; ten; needle,ヒ,いや.しい; いや.しむ; いや.しめる,9,N1
碑,1512,1630,tombstone,tombstone,stone; rock; lowly; Wayne Slob; drop; rice field; brains; cornucopia; ten; needle,ヒ,いしぶみ,14,N1
陸,1513,1631,land,land,pinnacle; parthenon; acropolis; mini-tractor; rice seedlings; soil; dirt; ground; human legs,リク; ロク,おか,11,N2
睦,1514,1632,intimate,intimate,eye; mini-tractor; rice seedlings; soil; dirt; ground; human legs,ボク; モク,むつ.まじい; むつ.む; むつ.ぶ,13,N1
勢,1515,1633,forces,forces,mini-tractor; rice seedlings; soil; dirt; ground; human legs; fat man; musashimaru; round; nine; baseball; drop; power; muscle; arnold,セイ; ゼイ,いきお.い; はずみ,13,N2
熱,1516,1634,heat,heat,mini-tractor; rice seedlings; soil; dirt; ground; human legs; fat man; musashimaru; round; nine; baseball; drop; oven-fire; barbecue,ネツ,あつ.い,15,N3
